song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,Cluster
Uff Umma,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:31,Hindi,05-11-2015,0.08,0.0,0.027,0.845,-6.343,0.01,179.318,0.0,11.0,0.015,4.0,86.0,7831992.0,4
Paan Khaye Saiyan Hamarao,Asha Bhosle,/artist/asha-bhosle-1,04:43,Hindi,07-04-2013,0.91,0.03,0.513,0.948,-4.025,0.0033,127.872,1.0,1.0,0.01,4.0,86.0,7454242.0,2
Sarakti Jaye Hai Rukh Se Naqab Aahista Aahista,Jagjit Singh,/artist/jagjeet-singh-1,08:39,Hindi,11-09-2010,0.35,0.835,0.782,0.772,-11.219,0.1,144.032,0.0,1.0,0.07,4.0,48.0,8722360.0,1
Deewana Mujhsa Nahin,Mohammed Rafi,/artist/mohammad-rafi,03:22,Hindi,11-03-2000,0.96,0.07,0.525,0.97,-4.957,0.009,182.038,0.0,9.0,0.0886,4.0,87.0,8444085.0,4
Karvaten Badalte Rahe,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:11,Hindi,11-02-2007,0.34,0.31,0.882,0.325,-4.273,0.057,185.582,1.0,5.0,0.096,4.0,60.0,9797179.0,3
Poochho Na Kaise Maine,Manna Dey,/artist/manna-dey,03:21,Hindi,01-05-2015,0.56,0.114,0.572,0.301,-5.874,0.1,129.972,0.0,0.0,0.006,4.0,35.0,2538371.0,3
Nafrat Ki Duniya Ko Chhod Ke,Mohammed Rafi,/artist/mohammad-rafi,04:21,Hindi,09-06-2022,0.89,0.224,0.816,0.209,-9.236,0.06,174.0,1.0,1.0,0.06,4.0,96.0,5716098.0,3
Raina Beeti Jaye,Lata Mangeshkar,/artist/lata-mangeshkar,05:36,Hindi,11-01-2010,0.64,0.81,0.076,0.78,-9.65,0.03,107.016,0.0,7.0,0.0797,4.0,57.0,10228243.0,2
Ham Intezar Karenge,Mohammed Rafi,/artist/mohammad-rafi,03:27,Hindi,11-03-2001,0.11,0.59,0.165,0.876,-4.681,0.06,111.782,1.0,11.0,0.03,4.0,38.0,6824148.0,1
Pardah Hai Pardah,Mohammed Rafi,/artist/mohammad-rafi,07:59,Hindi,12-01-2014,0.83,0.61,0.466,0.03,-10.823,0.051,173.414,0.0,6.0,0.06,4.0,78.0,5967323.0,3
Aap Ki Nazron Ne Samjha,Lata Mangeshkar,/artist/lata-mangeshkar,03:56,Hindi,07-03-2020,0.15,0.52,0.169,0.68,-11.902,0.0437,139.978,1.0,5.0,0.09,4.0,47.0,2902574.0,1
Na Tum Hamen Jano,Hemant Kumar,/artist/hemanta-mukherjee,03:22,Hindi,07-12-2008,0.66,0.732,0.438,0.952,-8.597,0.017,202.17,1.0,0.0,0.05,4.0,87.0,7629781.0,0
Mere Sang Sang Aaya Teri Yaadon Ka Mela (2),Kishore Kumar,/artist/kishore-kumar,01:39,Hindi,07-09-2016,0.4,0.671,0.286,0.042,-11.717,0.011,113.204,1.0,9.0,0.097,4.0,57.0,9111215.0,2
Lamha Lamha,Abhijeet Bhattacharya,/artist/abhijeet-1,05:24,Hindi,01-12-2021,0.61,0.95,0.991,0.165,-7.374,0.06,143.052,0.0,10.0,0.0752,4.0,27.0,6411274.0,2
Pal Bhar Ke Liye,Kishore Kumar|Usha Khanna,/artist/kishore-kumar|/artist/usha-khanna,04:48,Hindi,02-02-2001,0.2,0.56,0.275,0.672,-6.322,0.012,191.848,0.0,5.0,0.01,4.0,92.0,8361235.0,0
Jaate Ho Pardesh Piya,Suraj Jagan|KAVITA KAPOOR|Amita Nangia|ARCHANA PURAN SINGH,/artist/suraj-jagan|/artist/kavita-kapoor-5|/artist/amita-nangia|/artist/archana-puran-singh-6,06:47,Hindi,07-06-2009,0.73,0.397,0.053,0.263,-5.633,0.05,139.913,0.0,4.0,0.09,4.0,96.0,91008.0,2
Lakhon Hain Yahan Dilwale,Mahendra Kapoor,/artist/mahendra-kapoor,04:14,Hindi,12-08-2003,0.14,0.79,0.302,0.613,-3.6,0.03,108.17,1.0,1.0,0.0634,4.0,50.0,2081188.0,1
Aa Ja Re Aa Zara Aa,Mohammed Rafi,/artist/mohammad-rafi,04:55,Hindi,03-05-2012,0.79,0.226,0.071,0.563,-9.058,0.006,122.295,1.0,8.0,0.05,4.0,51.0,5606748.0,2
Na Ja Kahin Ab Na Ja,Mohammed Rafi,/artist/mohammad-rafi,06:27,Hindi,11-09-2015,0.08,0.43,0.817,0.332,-9.115,0.04,153.993,0.0,10.0,0.02,4.0,76.0,1267860.0,4
Kahan Tak Yeh Man Ko Andhere,Kishore Kumar,/artist/kishore-kumar,03:41,Hindi,02-11-2020,0.79,0.521,0.275,0.62,-3.717,0.003,184.08,0.0,11.0,0.01,4.0,76.0,8985361.0,0
Abhi Na Jao Chhod Kar,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,04:18,Hindi,04-06-2001,0.74,0.311,0.583,0.877,-2.581,0.02,174.986,1.0,9.0,0.0704,4.0,89.0,6944719.0,0
Thodisi Jo Pee Lee Hai,Kishore Kumar,/artist/kishore-kumar,06:51,Hindi,07-10-2016,0.34,0.75,0.671,0.616,-4.619,0.05,140.042,1.0,9.0,0.0022,4.0,59.0,2286685.0,1
Tera Mujhse,Kishore Kumar|sushama shreshtha,/artist/kishore-kumar|/artist/sushama-shreshtha,04:14,Hindi,02-01-2022,0.09,0.274,0.449,0.64,-7.879,0.0591,109.622,1.0,0.0,0.07,4.0,66.0,3563241.0,1
Bangle Ke Peechhe,Lata Mangeshkar,/artist/lata-mangeshkar,05:39,Hindi,01-04-2006,0.8,0.447,0.382,0.291,-13.864,0.0898,168.091,1.0,8.0,0.0148,4.0,75.0,10871873.0,3
Chaudhvin Ka Chand Ho,Mohammed Rafi,/artist/mohammad-rafi,03:44,Hindi,05-01-2003,0.36,0.49,0.378,0.035,-9.791,0.04,116.073,1.0,10.0,0.046,4.0,29.0,3547907.0,2
Mann Ki Lagan,Rahat Fateh Ali Khan,/artist/rahat-fateh-ali-khan,04:53,Hindi,01-08-2019,0.58,0.949,0.68,0.182,-12.07,0.09,108.05,1.0,8.0,0.0926,4.0,54.0,6465862.0,1
Mujhe Kuchh Kahna Hai,Lata Mangeshkar|Shailender Singh,/artist/lata-mangeshkar|/artist/shailender-singh,06:02,Hindi,11-03-2023,0.96,0.43,0.762,0.166,-4.868,0.0148,195.932,0.0,10.0,0.027,4.0,45.0,5758752.0,3
Ram Teri Ganga Maili,Suresh Wadkar,/artist/suresh-wadkar,05:55,Hindi,04-03-2020,0.15,0.67,0.069,0.298,-8.625,0.0034,198.33,1.0,1.0,0.04,4.0,73.0,4173121.0,0
Ankhon Mein Kajal Hai,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,03:52,Hindi,12-10-2012,0.35,0.456,0.371,0.044,-12.546,0.095,127.457,0.0,9.0,0.0532,4.0,31.0,1275620.0,1
Aake Seedhi Lage Dil Pe Jaise,Kishore Kumar,/artist/kishore-kumar,03:41,Hindi,05-04-2007,0.24,0.02,0.037,0.723,-11.903,0.0511,153.778,0.0,10.0,0.08,4.0,34.0,3341996.0,4
Beeti Na Bitai Raina,Bhupinder Singh|Lata Mangeshkar,/artist/bhupinder-singh|/artist/lata-mangeshkar,03:13,Hindi,06-01-2005,0.06,0.7,0.283,0.921,-11.467,0.09,116.971,1.0,1.0,0.07,4.0,94.0,9658163.0,1
My Name Is Anthony Gonsalves,Amitabh Bachchan|Kishore Kumar,/artist/amitabh-bachchan|/artist/kishore-kumar,05:32,Hindi,08-05-2021,0.14,0.43,0.398,0.189,-10.007,0.08,190.322,1.0,0.0,0.04,4.0,75.0,10230595.0,1
Ye Mulaqat Ek Bahana Hai,Lata Mangeshkar,/artist/lata-mangeshkar,04:40,Hindi,09-02-2017,0.73,0.55,0.079,0.087,-7.113,0.07,153.067,0.0,11.0,0.051,4.0,68.0,2605063.0,3
Khushiyan Hi Khushiyan,Hemlata|K J Yesudas|Banasree Sengupta,/artist/hemlata|/artist/k-j-yesudas|/artist/banasree-sengupta,04:55,Hindi,12-09-2005,0.56,0.24,0.873,0.158,-13.898,0.062,120.064,1.0,2.0,0.03,4.0,54.0,10217477.0,2
Yeh Reshmi Zulfen,Mohammed Rafi,/artist/mohammad-rafi,05:21,Hindi,12-03-2000,0.76,0.42,0.058,0.042,-2.02,0.049,138.964,1.0,7.0,0.08,4.0,91.0,11128680.0,2
Kitni Haseen Hain Nasheeli,Asha Bhosle,/artist/asha-bhosle-1,05:28,Hindi,09-02-2014,0.41,0.699,0.508,0.978,-6.214,0.096,184.122,0.0,10.0,0.0563,4.0,92.0,670073.0,1
Dil Mein Aag Lagaye,Lata Mangeshkar|Kishore Kumar,/artist/lata-mangeshkar|/artist/kishore-kumar,06:40,Hindi,02-08-2019,0.52,1.0,0.328,0.991,-5.42,0.0417,160.03,1.0,1.0,0.09,4.0,72.0,8338786.0,0
Faza Bhi Hai Jawan (Part 1 And 2),Salma Agha,/artist/salma-agha,05:08,Hindi,06-11-2001,0.32,0.39,0.581,0.994,-5.388,0.045,201.684,0.0,4.0,0.092,4.0,67.0,9654845.0,4
Le Jayenge Le Jayenge,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,03:59,Hindi,12-08-2011,1.0,0.527,0.027,0.75,-3.882,0.0444,193.67,1.0,6.0,0.0816,4.0,38.0,8095330.0,0
Ae Yaar Sun Yaari Teri,Asha Bhosle|Mohammed Rafi|Shailender Singh,/artist/asha-bhosle-1|/artist/mohammad-rafi|/artist/shailender-singh,06:05,Hindi,07-05-2006,0.44,0.76,0.475,0.317,-8.147,0.053,185.454,1.0,2.0,0.066,4.0,59.0,1977319.0,0
Zindagi Ke Safar Mein,Kishore Kumar,/artist/kishore-kumar,06:38,Hindi,03-01-2015,0.23,0.422,0.672,0.434,-11.221,0.03,200.016,1.0,9.0,0.034,4.0,80.0,4565022.0,4
Pardesia,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:52,Hindi,09-03-2006,0.95,0.747,0.785,0.956,-12.732,0.0279,123.829,1.0,7.0,0.08,4.0,75.0,1589515.0,2
Dekha Ek Khwaab,Lata Mangeshkar|Kishore Kumar,/artist/lata-mangeshkar|/artist/kishore-kumar,05:21,Hindi,01-07-2021,0.82,0.485,0.129,0.428,-8.538,0.0832,170.962,0.0,7.0,0.0714,4.0,30.0,5194815.0,3
Jiska Koi Nahin,Manna Dey,/artist/manna-dey,03:15,Hindi,05-07-2009,0.08,0.286,0.834,0.796,-2.66,0.07,184.18,0.0,10.0,0.02,4.0,60.0,2799023.0,4
Raah Pe Rahte Hain,Kishore Kumar,/artist/kishore-kumar,06:07,Hindi,11-01-2006,0.59,0.21,0.174,0.81,-13.999,0.09,196.014,1.0,4.0,0.08,4.0,52.0,6109138.0,3
Milo Na Tum To Ham Ghabraye,Lata Mangeshkar,/artist/lata-mangeshkar,04:58,Hindi,08-08-2021,0.24,0.957,0.677,0.221,-7.668,0.0444,114.328,0.0,4.0,0.081,4.0,86.0,9034389.0,1
Is Rang Badalti Duniya Mein,Mohammed Rafi,/artist/mohammad-rafi,04:33,Hindi,05-09-2022,0.77,0.445,0.428,0.456,-2.608,0.05,190.59,1.0,2.0,0.0097,4.0,79.0,5804019.0,3
Haan Pahli Bar,Kishore Kumar,/artist/kishore-kumar,05:54,Hindi,04-03-2020,0.65,0.12,0.688,0.367,-7.907,0.0376,135.11,1.0,8.0,0.08,4.0,74.0,4728645.0,2
Dikhai Diye Yun,Lata Mangeshkar,/artist/lata-mangeshkar,04:21,Hindi,09-02-2015,0.51,0.64,0.855,0.018,-6.817,0.06,160.05,1.0,0.0,0.08,4.0,59.0,6316340.0,3
Ab Tere Dil Mein To,Alka Yagnik|Kumar Sanu,/artist/alka-yagnik|/artist/kumar-sanu,08:21,Hindi,01-04-2003,0.16,0.922,0.875,0.145,-2.087,0.06,172.016,0.0,11.0,0.04,4.0,100.0,6366807.0,1
Roop Tera Mastana,Kishore Kumar,/artist/kishore-kumar,03:46,Hindi,08-03-2016,0.6,0.381,0.188,0.452,-4.818,0.0075,148.998,1.0,1.0,0.03,4.0,47.0,10848933.0,2
Teri Rab Ne Bana Di Jodi,Asha Bhosle|Mohammed Rafi|Shailender Singh,/artist/asha-bhosle-1|/artist/mohammad-rafi|/artist/shailender-singh,05:31,Hindi,08-05-2016,0.5,0.136,0.804,0.199,-7.515,0.098,191.86,0.0,0.0,0.09,4.0,59.0,2213383.0,3
Kehdoon Tumhen,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,03:42,Hindi,07-03-2018,0.34,0.8,0.508,0.863,-12.954,0.0706,157.99,1.0,11.0,0.09,4.0,90.0,2962527.0,1
Ek Radha Ek Meera,Lata Mangeshkar,/artist/lata-mangeshkar,05:00,Hindi,01-12-2004,0.93,0.1,0.058,0.609,-11.372,0.066,130.027,1.0,0.0,0.0228,4.0,75.0,10176055.0,2
Jab Tak Pure Na Ho Phere Saat,Hemlata,/artist/hemlata,02:04,Hindi,02-09-2017,0.86,0.459,0.505,0.347,-3.892,0.08,181.752,1.0,7.0,0.0179,4.0,27.0,627162.0,3
Bahon Mein Bottle,Kishore Kumar|Asha Bhosle,/artist/kishore-kumar|/artist/asha-bhosle-1,07:04,Hindi,02-03-2014,0.64,0.012,0.071,0.742,-10.306,0.079,186.068,0.0,6.0,0.0486,4.0,75.0,4867943.0,3
Jane Na Nazar Pehchane Jigar,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,03:57,Hindi,05-12-2001,0.84,0.044,0.027,0.147,-13.07,0.0023,121.002,1.0,9.0,0.0323,4.0,51.0,5890543.0,2
O Mehbooba,Mukesh,/artist/mukesh,05:04,Hindi,01-06-2001,0.19,0.8,0.468,0.808,-11.172,0.0484,179.58,1.0,7.0,0.029,4.0,92.0,1053270.0,0
Chadhti Jawani Meri Chaal Mastani,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:31,Hindi,11-07-2009,0.1,0.1,0.513,0.843,-4.328,0.021,208.002,1.0,6.0,0.032,4.0,54.0,6024532.0,4
Kehna Hai Kehna Hai,Kishore Kumar,/artist/kishore-kumar,03:41,Hindi,12-02-2011,0.05,0.918,0.447,0.927,-11.817,0.07,178.765,0.0,5.0,0.0501,4.0,30.0,4905903.0,1
Nazron Se Kah Do,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:28,Hindi,04-12-2018,0.58,0.885,0.597,0.383,-3.911,0.1,173.596,1.0,7.0,0.067,4.0,47.0,10029142.0,1
Sawan Ka Mahina,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,05:28,Hindi,05-06-2002,0.97,0.352,0.335,0.952,-6.913,0.0672,160.114,1.0,0.0,0.0148,4.0,86.0,6521898.0,3
Jo Wada Kiya Woh Nibhana Padega (Sad),Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:13,Hindi,02-01-2009,0.25,0.722,0.091,0.34,-12.402,0.0464,143.994,0.0,10.0,0.075,4.0,99.0,8250508.0,1
Ek Tha Gul Aur Ek Thi Bulbul,Mohammed Rafi|Nanda,/artist/mohammad-rafi|/artist/nanda,07:27,Hindi,12-06-2013,0.37,0.73,0.084,0.424,-7.367,0.0758,150.0,1.0,10.0,0.011,4.0,81.0,8466694.0,1
Kisi Nazar Ko Tera Intezar,Asha Bhosle|Bhupinder Singh,/artist/asha-bhosle-1|/artist/bhupinder-singh,06:44,Hindi,08-10-2010,0.26,0.802,0.24,0.13,-12.398,0.08,127.922,0.0,9.0,0.01,4.0,58.0,3850953.0,1
Woh Sham Kuchh Ajeeb Thi,Kishore Kumar,/artist/kishore-kumar,04:46,Hindi,11-06-2013,0.37,0.297,0.921,0.385,-10.508,0.081,164.924,0.0,3.0,0.0163,4.0,97.0,7644702.0,3
Isharon Isharon Men Dil Lenewale,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,05:06,Hindi,08-09-2009,0.33,0.91,0.749,0.197,-12.038,0.054,128.12,0.0,7.0,0.05,4.0,37.0,556132.0,1
Dhol Bajne Laga,Udit Narayan|Kavita Krishnamurthy,/artist/udit-narayan|/artist/kavita-subramaniam,07:02,Hindi,06-12-2010,0.56,0.076,0.454,0.932,-13.304,0.0781,190.21,0.0,6.0,0.025,4.0,28.0,2513028.0,3
Mohabbat Hai Kya Cheez,Lata Mangeshkar|Suresh Wadkar,/artist/lata-mangeshkar|/artist/suresh-wadkar,07:14,Hindi,01-03-2006,0.49,0.9,0.004,0.948,-13.945,0.08,203.867,0.0,1.0,0.079,4.0,67.0,3577067.0,0
Rang Aur Noor Ki Barat,Mohammed Rafi,/artist/mohammad-rafi,06:18,Hindi,06-03-2004,0.5,0.86,0.933,0.227,-9.216,0.06,146.941,1.0,7.0,0.026,4.0,29.0,3155167.0,1
Dil To Hai Dil,Lata Mangeshkar,/artist/lata-mangeshkar,04:11,Hindi,12-01-2009,0.49,0.213,0.738,0.459,-6.614,0.07,159.931,0.0,8.0,0.0267,4.0,35.0,1994858.0,3
Phool Gulab Ka,Anuradha Paudwal|Mohammad Aziz,/artist/anuradha-paudwal-2|/artist/mohammad-aziz,06:08,Hindi,05-08-2008,0.62,0.31,0.403,0.841,-11.622,0.07,120.003,1.0,9.0,0.1,4.0,98.0,7612214.0,2
Zindagi Har Kadam Ek Nai Jung Hai,Lata Mangeshkar|Nitin Mukesh,/artist/lata-mangeshkar|/artist/nitin-mukesh,06:54,Hindi,05-06-2017,0.65,0.01,0.9,0.681,-13.117,0.0816,119.893,0.0,5.0,0.064,4.0,54.0,6637174.0,3
Sheesha Ho Ya Dil Ho,Lata Mangeshkar,/artist/lata-mangeshkar,05:47,Hindi,10-07-2020,0.73,0.108,0.17,0.938,-4.316,0.0195,109.012,1.0,5.0,0.089,4.0,64.0,378390.0,2
Bachna Ae Hasinon Lo Main Aa Gaya,Kishore Kumar,/artist/kishore-kumar,06:24,Hindi,01-02-2019,1.0,0.483,0.081,0.008,-5.227,0.035,175.166,0.0,7.0,0.019,4.0,83.0,5461437.0,3
Saathi Tere Naam,Asha Bhosle|Bhupinder Singh,/artist/asha-bhosle-1|/artist/bhupinder-singh,05:41,Hindi,09-09-2023,0.38,0.87,0.867,0.728,-8.294,0.0464,186.862,1.0,2.0,0.0014,4.0,46.0,2993273.0,0
Geet Gata Hoon Main,Kishore Kumar,/artist/kishore-kumar,03:34,Hindi,01-12-2013,0.48,0.8,0.645,0.269,-4.317,0.0426,174.59,0.0,10.0,0.021,4.0,54.0,9642645.0,0
Thandi Hawa Yeh Chandni Suhani,Kishore Kumar,/artist/kishore-kumar,05:24,Hindi,03-08-2010,0.09,0.1,0.06,0.543,-2.612,0.02,197.988,0.0,5.0,0.07,4.0,90.0,7745109.0,4
Kaan Men Jhumka Chaal Men Thumka,Mohammed Rafi,/artist/mohammad-rafi,03:31,Hindi,07-01-2000,0.83,0.117,0.296,0.546,-9.052,0.07,167.986,0.0,9.0,0.04,4.0,44.0,5396064.0,3
Aao Na Gale Lag Jao Na,Asha Bhosle,/artist/asha-bhosle-1,04:56,Hindi,03-02-2005,0.56,0.65,0.58,0.242,-7.082,0.084,115.03,0.0,7.0,0.0383,4.0,59.0,8103410.0,1
Phool Tumhe Bheja Hai Khat Mein,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,04:46,Hindi,07-02-2021,0.4,0.72,0.227,0.535,-4.341,0.01,184.988,1.0,0.0,0.06,4.0,87.0,10652800.0,0
Jis Gali Mein Tera Ghar,Mukesh,/artist/mukesh,04:03,Hindi,06-09-2002,0.43,0.14,0.597,0.585,-7.379,0.0097,127.985,0.0,10.0,0.0689,4.0,38.0,2086643.0,4
Khilte Hain Gul Yahan,Lata Mangeshkar,/artist/lata-mangeshkar,04:05,Hindi,11-06-2006,0.23,0.882,0.393,0.519,-3.378,0.03,134.064,0.0,11.0,0.0441,4.0,49.0,1637947.0,1
Hay Mohabbat,Lata Mangeshkar|Suresh Wadkar,/artist/lata-mangeshkar|/artist/suresh-wadkar,08:13,Hindi,11-01-2005,0.77,0.43,0.158,0.214,-11.974,0.0699,171.78,1.0,2.0,0.01,4.0,37.0,217693.0,3
Maine Tujhe Manga,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,03:37,Hindi,12-03-2002,0.52,0.499,0.498,0.586,-7.987,0.046,113.0,0.0,8.0,0.01,4.0,95.0,147816.0,2
Tere Mere Sapne Ab Ek Rang Hai,Mohammed Rafi,/artist/mohammad-rafi,04:22,Hindi,12-11-2010,0.57,0.496,0.741,0.296,-8.15,0.007,110.019,0.0,4.0,0.01,4.0,88.0,5204629.0,2
Tumne Kisi Se Kabhi Pyar Kiya Hai,Kanchan|Mukesh,/artist/kanchan|/artist/mukesh,03:38,Hindi,03-02-2008,0.42,0.867,0.016,0.859,-5.292,0.078,125.966,1.0,7.0,0.03,4.0,82.0,1416047.0,1
Jab Jab Teri Surat Dekhun (Jane Jana),Sapna Awasthi,/artist/sapna-awasthi,05:28,Hindi,08-01-2004,0.97,0.3,0.769,0.637,-5.448,0.0642,117.493,1.0,2.0,0.092,4.0,40.0,4579563.0,2
Main Hoon Jhoom Jhoom Jhumroo,Kishore Kumar,/artist/kishore-kumar,03:24,Hindi,11-01-2018,0.83,0.05,0.27,0.155,-8.75,0.0663,181.424,0.0,1.0,0.04,4.0,31.0,6376959.0,3
Chal Dariya Mein Doob Jayen,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:55,Hindi,04-02-2005,0.17,0.74,0.416,0.081,-3.175,0.05,186.562,0.0,8.0,0.063,4.0,57.0,7160582.0,0
Ajnabi Tum Jane Pehchane Se,Kishore Kumar,/artist/kishore-kumar,03:32,Hindi,07-04-2018,0.03,0.023,0.24,0.544,-11.403,0.007,163.448,0.0,5.0,0.01,4.0,95.0,6616482.0,4
Gunja Re,Hemlata|Suresh Wadkar,/artist/hemlata|/artist/suresh-wadkar,05:07,Hindi,04-07-2018,0.08,0.25,0.143,0.671,-12.477,0.05,105.972,1.0,7.0,0.038,4.0,95.0,2991857.0,1
Garaj Baras,Ali Azmat,/artist/ali-azmat,04:51,Hindi,05-04-2021,0.96,0.403,0.563,0.51,-12.719,0.05,175.174,1.0,1.0,0.06,4.0,89.0,1634053.0,3
Ek Pyar Ka Naghma Hai (Happy),Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,06:06,Hindi,04-04-2014,0.98,0.59,0.571,0.14,-6.899,0.01,157.752,1.0,4.0,0.0479,4.0,30.0,3207864.0,2
Kya Khoob Lagti Ho,Kanchan|Mukesh,/artist/kanchan|/artist/mukesh,03:59,Hindi,01-10-2004,0.69,0.36,0.318,0.995,-4.247,0.093,123.055,1.0,0.0,0.09,4.0,74.0,7754373.0,1
Aaj Phir Tumpe,Pankaj Udhas|Anuradha Paudwal,/artist/pankaj-udhas|/artist/anuradha-paudwal-2,06:38,Hindi,09-04-2019,0.3,0.66,0.385,0.066,-10.859,0.06,144.926,1.0,6.0,0.01,4.0,42.0,8415273.0,1
Mana Ho Tum Behad Haseen (Sad Version),K J Yesudas,/artist/k-j-yesudas,03:03,Hindi,09-12-2010,0.42,0.966,0.567,0.5,-8.934,0.0,204.108,0.0,10.0,0.026,4.0,62.0,10134404.0,0
Ham The Jinke Sahare,Lata Mangeshkar,/artist/lata-mangeshkar,04:00,Hindi,09-10-2022,0.98,0.76,0.886,0.291,-12.971,0.0319,167.919,0.0,5.0,0.09,4.0,46.0,5150249.0,2
Tera Bemar Mera Dil,Mohammad Aziz|Kavita Krishnamurthy,/artist/mohammad-aziz|/artist/kavita-subramaniam,07:10,Hindi,09-07-2017,0.54,0.829,0.275,0.248,-5.507,0.02,183.506,0.0,6.0,0.0398,4.0,83.0,9109432.0,0
Bahon Mein Chale Aao,Lata Mangeshkar,/artist/lata-mangeshkar,04:02,Hindi,05-08-2010,0.67,0.66,0.286,0.224,-8.235,0.05,130.05,1.0,11.0,0.0729,4.0,96.0,4143499.0,2
Kahe Sataye,Alka Yagnik,/artist/alka-yagnik,02:18,Hindi,10-07-2015,0.09,0.068,0.189,0.696,-12.393,0.0687,200.0,1.0,2.0,0.05,4.0,91.0,1888513.0,4
Na Jaiyo Pardes,Kavita Krishnamurthy|Kishore Kumar,/artist/kavita-subramaniam|/artist/kishore-kumar,05:45,Hindi,08-01-2014,0.11,0.415,0.04,0.427,-12.056,0.048,162.582,0.0,9.0,0.09,4.0,60.0,1165482.0,4
Papa Kehte Hain-sad,Udit Narayan,/artist/udit-narayan,03:58,Hindi,08-10-2016,0.6,0.82,0.72,0.891,-7.802,0.05,175.824,1.0,2.0,0.099,4.0,74.0,32164.0,0
Husn Ki Vadiyon Mein,Lata Mangeshkar|Kishore Kumar|Chorus,/artist/lata-mangeshkar|/artist/kishore-kumar|/artist/chorus,07:30,Hindi,06-12-2003,1.0,0.176,0.371,0.289,-8.884,0.05,148.264,0.0,11.0,0.071,4.0,30.0,4669554.0,3
Raahi Manwa Dukh Ki Chinta,Mohammed Rafi,/artist/mohammad-rafi,04:05,Hindi,08-02-2020,0.84,0.33,0.694,0.835,-13.872,0.0388,103.773,1.0,8.0,0.061,4.0,56.0,10711688.0,2
Ye Samaa Samaa Hai Pyar Ka,Lata Mangeshkar,/artist/lata-mangeshkar,03:18,Hindi,08-08-2023,0.87,0.516,0.774,0.077,-12.888,0.014,176.115,1.0,2.0,0.01,4.0,27.0,3974488.0,3
Kahe Toh Se Sajna,Sharda Sinha,/artist/sharda-sinha,05:54,Hindi,01-02-2003,0.43,0.787,0.377,0.728,-6.742,0.067,158.202,1.0,0.0,0.087,4.0,56.0,10107654.0,1
Mera Saaya Saath Hoga,Lata Mangeshkar,/artist/lata-mangeshkar,06:03,Hindi,04-01-2009,0.6,0.194,0.3,0.501,-2.613,0.02,159.145,0.0,10.0,0.1,4.0,55.0,1218736.0,4
Jiska Mujhe Tha Intezar,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:21,Hindi,09-11-2004,0.68,0.82,0.383,0.768,-9.48,0.03,189.962,1.0,8.0,0.06,4.0,94.0,8579248.0,0
Tere Naina Mere Naino Se,Suresh Wadkar|Anuradha Paudwal,/artist/suresh-wadkar|/artist/anuradha-paudwal-2,07:18,Hindi,05-05-2004,0.01,0.609,0.928,0.878,-13.256,0.099,110.034,1.0,0.0,0.011,4.0,38.0,10330719.0,1
Khoya Khoya Chand Khula Aasman,Mohammed Rafi,/artist/mohammad-rafi,04:41,Hindi,09-08-2004,0.62,0.98,0.896,0.736,-7.356,0.01,190.1,0.0,2.0,0.013,4.0,28.0,1185943.0,0
Chanda Re Chanda Re,Hariharan|Sadhana Sargam,/artist/hariharan|/artist/sadhana-sargam-1,05:57,Hindi,04-02-2021,0.08,0.41,0.403,0.832,-5.034,0.09,172.118,0.0,6.0,0.007,4.0,97.0,7905817.0,1
Yeh Hai Reshmi Zulfon Ka Andhera,Asha Bhosle,/artist/asha-bhosle-1,03:21,Hindi,09-01-2017,0.2,0.92,0.232,0.298,-5.626,0.0142,149.989,0.0,6.0,0.0418,4.0,27.0,2991096.0,0
